Case,Timestamp,Activity,Activity_fixed,label
9863829,2014-04-08 07:00:36,phased application,phased application,distorted label(Interchange)
9863829,2014-09-23 07:00:10,grounds for refusaql,Grounds for refusal,distorted label(Insert)
9863829,2014-11-18 08:00:09,Phase decision taken,Phase decision taken,distorted label(UpLow)
9863829,2014-11-26 08:00:03,date decision for inspectwion,date draft decision f;r inspection,distorted label(Insert)
9888564,2014-03-31 07:00:59,senNd confirmation receipt,send confirmation recei;t,distorted label(Insert)
9888564,2014-05-09 07:00:45,phase pFrocedure extended,Phase procedure extended,distorted label(Insert)
9888564,2014-07-03 07:00:25,start decision pase decision permitting sent,start decsiion phase decision permitting sent,distorted label(Skip)
9928031,2014-05-21 07:00:11,creatixng cover letter decision,creating cover letter dcision,distorted label(Insert)
9928031,2014-05-21 07:00:14,phase decisions ent,phase decisions ent,distorted label(Interchange)
9935064,2014-04-03 07:01:11,create procJedure confirmation,rceate procedure confirmation,distorted label(Insert)
9935064,2014-07-07 07:01:01,request comlete,request comlete,distorted label(Skip)
9935064,2014-07-07 07:01:02,rwtrieve missing data,retrieve missing daat,distorted label(Proximity)
9935064,2014-07-08 07:00:05,Set decision phase decision permitting decided,set decision phase decision prmitting decided,distorted label(UpLow)
9935064,2014-09-09 07:00:04,phase dfecision irrevocable,phase dfecision irrevocable,distorted label(Insert)
10053042,2014-07-01 07:00:02,creating cover leter decision,creating cover letter dcision,distorted label(Skip)
10083315,2014-07-07 07:01:29,treat subcases contet,treat subcases contet,distorted label(Skip)
10186644,2014-05-15 07:00:49,sen dconfirmation receipt,sen dconfirmation receipt,distorted label(Interchange)
10186644,2014-06-10 07:00:13,enter receipVt of additional data,etner receipt of additional data,distorted label(Insert)
10186644,2014-06-12 07:00:31,Receive additional information,Receive additional information,distorted label(UpLow)
10186644,2014-06-20 07:00:06,decision adte prior to decision,decision adte prior to decision,distorted label(Interchange)
10292508,2014-05-12 07:00:12,start WABLprocedure,start WABLprocedure,distorted label(Proximity)
10294414,2014-05-12 07:00:24,send confrimation receipt,send confrimation receipt,distorted label(Interchange)
10295206,2014-05-07 07:01:02,register submission date request,register submission dater equest,distorted label(Interchange)
10295206,2014-05-15 07:00:56,creating cover lette rdecision,creating cover lette rdecision,distorted label(Interchange)
10295206,2014-05-15 07:01:00,Enter senddate decision environmental permit,enter senddatae decision environmental permit,distorted label(UpLow)
10295206,2014-05-15 07:01:04,Phase application receptive,phase application receptivXe,distorted label(UpLow)
10295206,2014-07-31 07:00:06,phase decision irrevocanle,phase decision irrevocanle,distorted label(Proximity)
10432793,2014-08-11 07:00:08,enter receipt of additonal data,etner receipt of additional data,distorted label(Skip)
10434329,2014-08-18 07:00:06,Enter senddate procedure term extension,Enter senddate procedure term extension,distorted label(UpLow)
10434329,2014-11-18 08:00:16,Create draft environtmental permit,Create draft environtmental permit,distorted label(UpLow)
10434329,2014-11-18 08:00:24,set decisiog status,set decisiog status,distorted label(Proximity)
10547191,2014-06-23 07:00:51,generating decision egvironmental permit,generatin decision environmental permit,distorted label(Proximity)
10547191,2014-06-23 07:00:52,grounds for refusaGl,Grounds for refusal,distorted label(Insert)
10547191,2014-06-23 07:01:02,suspension groundapplicable,suspension ground applicablse,distorted label(Skip)
10547191,2014-06-30 07:00:50,ente senddate decision environmental permit,enter senddatae decision environmental permit,distorted label(Skip)
10547191,2014-08-21 07:00:11,Enter senddate decision,enter senddatr decision,distorted label(UpLow)
10549639,2014-07-22 07:00:43,set decision phase decision permifting decided,set decision phase decision prmitting decided,distorted label(Proximity)
10563369,2014-06-06 07:00:06,create subcases completfness,create subcases completfness,distorted label(Proximity)
10564529,2014-06-06 07:00:16,oLO messaging active,LLO messaging active,distorted label(UpLow)
10564529,2014-06-06 07:00:25,read field phased applicatino,read field phased app/ication,distorted label(Interchange)
10564529,2014-06-06 07:00:28,send confirmation erceipt,send confirmation recei;t,distorted label(Interchange)
10564529,2014-10-28 08:00:13,Submit draft decision,Submit draft decision,distorted label(UpLow)
10564529,2014-10-29 08:00:20,Enrich draft decision,Enrich draft decision,distorted label(UpLow)
10658878,2014-08-11 07:00:49,receive additaional information,Receive additional information,distorted label(Insert)
10658878,2014-08-15 07:00:12,phase advice khown,phase advice khown,distorted label(Proximity)
10658878,2014-08-19 07:00:06,transcript decision environmental perimt to stakeholders,Transcript decision environmental permit to stakeholders,distorted label(Interchange)
10680228,2014-06-20 07:00:30,register submission date equest,register submission dater equest,distorted label(Skip)
10680228,2014-06-26 07:00:24,create procedure onfirmation,rceate procedure confirmation,distorted label(Skip)
10680228,2014-06-26 07:00:31,read field pnased application,read field phased app/ication,distorted label(Proximity)
10786320,2014-07-21 07:00:33,ask stakeholdersv iews,ask stakeholdersv iews,distorted label(Interchange)
10786320,2014-07-22 07:01:21,set decision phase devision permitting decided,set decision phase decision prmitting decided,distorted label(Proximity)
10786320,2014-09-22 07:00:11,phase case handed,phase case handed,distorted label(Skip)
10853127,2014-07-23 07:00:58,Send confirmation receipt,send confirmation recei;t,distorted label(UpLow)
10853127,2014-08-01 07:00:17,decision date prior to deciion,Decision date prior to decision,distorted label(Skip)
10880883,2014-07-15 07:00:25,OLO messaging actlive,OLO messaging actlive,distorted label(Insert)
10880883,2014-08-01 07:00:37,enter senddate decision permanent uspension,enter senddate decision permanent uspension,distorted label(Skip)
10880883,2014-08-01 07:00:45,start decision phase pemranent suspension sent,start decision phase pemranent suspension sent,distorted label(Interchange)
10885734,2014-08-04 07:00:22,create lettr requesting missing data,create lettr requesting missing data,distorted label(Skip)
10885734,2014-09-26 07:00:11,puase advice known,puase advice known,distorted label(Proximity)
10885734,2014-09-26 07:00:18,set decision sattus,set decision sattus,distorted label(Interchange)
10885734,2014-09-30 07:00:11,refister objection and appeal periods,register objetion and appeal periods,distorted label(Proximity)
10909487,2014-07-09 07:00:41,register subnission date request,register submission dater equest,distorted label(Proximity)
10909487,2014-09-01 07:00:05,enter gsenddate procedure term extension,Enter senddate procedure term extension,distorted label(Insert)
10909487,2014-09-02 07:00:40,transcript decision environmental permLit to stakeholders,Transcript decision environmental permit to stakeholders,distorted label(Insert)
10948750,2014-10-24 07:00:12,decision date prior to dfcision,Decision date prior to decision,distorted label(Proximity)
10949790,2014-08-08 07:00:15,phase pplication receptive,phase application receptivXe,distorted label(Skip)
10949790,2014-08-08 07:00:19,send lstter in progress,send lstter in progress,distorted label(Proximity)
10949790,2014-08-08 07:00:21,submit edcision,submit edcision,distorted label(Interchange)
10949790,2014-08-18 07:00:38,transcript decision evironmental permit to stakeholders,Transcript decision environmental permit to stakeholders,distorted label(Skip)
10958968,2014-09-23 07:00:38,Submit decision,Submit decision,distorted label(UpLow)
10997930,2014-09-25 07:00:25,suspensio ground applicable,suspension ground applicablse,distorted label(Skip)
11031897,2014-09-25 07:00:35,enter senxdate decision environmental permit,enter senddatae decision environmental permit,distorted label(Proximity)
11031897,2014-09-25 07:00:39,phyase application receptive,phase application receptivXe,distorted label(Insert)
11031897,2014-09-25 07:00:50,Transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,distorted label(UpLow)
11031897,2014-09-29 07:00:46,Start decision phase decision permitting sent,start decsiion phase decision permitting sent,distorted label(UpLow)
11092833,2014-09-08 07:01:02,article 34  WAOB applies,article 34  WAOB applies,distorted label(Interchange)
11092833,2014-09-08 07:01:16,phase decision feady,phase decision feady,distorted label(Proximity)
11092833,2014-11-06 08:00:25,Phase decision irrevocable,phase dfecision irrevocable,distorted label(UpLow)
11217514,2014-09-01 07:00:11,register submission daIte request,register submission dater equest,distorted label(Insert)
11217514,2014-11-03 08:00:23,grounds for refsal,grounds for refsal,distorted label(Skip)
11332348,2014-09-11 07:00:22,oLO messaging active,LLO messaging active,distorted label(UpLow)
11332348,2014-09-11 07:00:31,regular procedure withoutM ER,Regular procedure without MER,distorted label(Interchange)
11332348,2014-10-29 08:01:10,phas edecision sent,phas edecision sent,distorted label(Interchange)
11332348,2014-10-29 08:01:14,Transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,distorted label(UpLow)
11514392,2014-09-29 07:01:04,forward to xthe competent authority,Forward to the competent authority,distorted label(Insert)
11514392,2014-11-20 08:00:21,phase ecision sent,phase ecision sent,distorted label(Skip)
11553586,2014-11-03 08:00:42,coordination of applicztion,Coordination of application,distorted label(Proximity)
11553586,2014-11-20 08:00:28,Record date of decision environmental permit,Record date of decision environmental permit,distorted label(UpLow)
11672705,2014-10-13 07:00:55,Phase application received,pmhase application received,distorted label(UpLow)
11672705,2014-12-15 08:00:07,generate draft decision environmentalb permit,generate draft decision environmenthal permit,distorted label(Insert)
11672705,2014-12-16 08:00:01,create cover etter draft decision,create cover etter draft decision,distorted label(Skip)
11722708,2014-11-12 08:00:07,setd ecision status,setd ecision status,distorted label(Interchange)
11722708,2014-12-09 08:00:25,record date of decision environmnetal permit,Record date of decision environmental permit,distorted label(Interchange)
11722708,2014-12-09 08:00:26,Register objection and appeal periods,register objetion and appeal periods,distorted label(UpLow)
11741491,2014-10-20 07:00:18,phase applicationr eceived,phase applicationr eceived,distorted label(Interchange)
11741491,2015-02-18 08:00:03,create subcasesc ontent,create subcasesc ontent,distorted label(Interchange)
11741491,2015-02-18 08:00:04,generate draft decision environmenal permit,generate draft decision environmenthal permit,distorted label(Skip)
11741491,2015-02-18 08:00:05,groundw for refusal,groundw for refusal,distorted label(Proximity)
11742935,2014-10-20 07:00:36,send conifrmation receipt,send conifrmation receipt,distorted label(Interchange)
11742935,2014-11-07 08:00:23,senv letter in progress,senv letter in progress,distorted label(Proximity)
11778258,2014-10-23 07:00:29,Regular procedure without MER,Regular procedure without MER,distorted label(UpLow)
